title,author,date,link,sentiment_label,sentiment_score,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,keywords
Poem without Intimacy,Matthew Zapruder,"Mar 18, 2016",http://poetry.lib.uidaho.edu/index.php/poems/poem-without-intimacy/,negative,-0.1040,0.3206,0.2228,0.1102,0.0212,0.4264,brightly lit stores; hopeful nonprofit mitigations; sunlit glass conversations; Quicksilver Messenger Service; plastic water bottle; massive empty cart; giant failure; blue rectangle; familiar song; high school; tiny devices; future products; entire row; plastic flowers; sentinels; thinking; skyscrapers; ailments; teeth; sleep; flashlights; loudspeaker; cereal; runway; sort; space; Amazon; dream; lyrics; kind; people; vegetable; world; grass; commerce
What Can Poetry Do,Matthew Zapruder,"Apr 27, 2016",http://poetry.lib.uidaho.edu/index.php/poems/what-can-poetry-do/,negative,-0.2610,0.7030,0.5489,0.5021,0.1623,0.4827,capital city; familiar home planet; capital city Carthage; clear terrible air; Tunisia; embassy walls; Africa people; occasional battles; desert silence; umbilical blood; space movie; great violence; certain spells; burning structure; new mothers; black column; worry; Romans; portals; elections; particles; news; time; words; moment; poison; forests; mind; room; man; ropes; witch; revolution; trees; painting; rising; line; children; middle; men; forest; color
Your Eyes Are the Color of a Lightbulb Floating in the Potomac River,Matthew Zapruder,"Jan 23, 2016",http://poetry.lib.uidaho.edu/index.php/poems/your-eyes-are-the-color-of-a-lightbulb-floating-in-the-potomac-river/,negative,-0.2980,0.6360,0.0751,0.0621,0.0241,0.2165,matter paper money; soft white light; little whiter; stove top coffeemaker; invisible particles; Moonlight Sonata; untouchable orange; tiny bonfire; glass bulb; lightbulb; electrons; air; NAFTA; goodbye; petals
Above Love (excerpt),Michael Dickman,"Dec 23, 2015",http://poetry.lib.uidaho.edu/index.php/poems/above-love-excerpt/,positive,0.1655,0.0819,0.0547,0.6193,0.1200,0.1555,new skins; red foam; glass; teeth; Glass skins; new glass; cherries; stem; blossoms; bodies; shore; fall
Emily Dickinson to the Rescue (excerpt),Michael Dickman,"Feb 3, 2016",http://poetry.lib.uidaho.edu/index.php/poems/emily-dickinson-to-the-rescue-excerpt/,positive,0.0544,0.0104,0.0224,0.0203,0.2396,0.7268,Cancer House Fires; Emily Dickinson; gentle work; Brain Death; pines; world; somebody; masterpiece; bread; Heaven; rescue; America
False Start (excerpt),Michael Dickman,"May 3, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/false-start-excerpt/,negative,-0.0770,0.0625,0.2392,0.0853,0.1510,0.4215,good job; long time; good job Mom; little red wagon; light-years; new kitchen; loneliness; little song; father trains; pine tree; Beach glass; wings; end; color; eyelids; brains; flies; floor; fingertips; overworld; nerves; mansions
The New Green,Michael Dickman,"Apr 16, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/the-new-green/,negative,-0.0572,0.1160,0.0130,0.0651,0.6512,0.1458,green needles; nbsp; red Sharpie; green nightlights; dead brother; matches; pine trees; brain; pines; pillow; branches; home; hallway; Embers; blessing; bedroom; tucks; forest; morning; pitch; house; teeth; mattress; note; mother
The Sea (excerpt),Michael Dickman,"Apr 25, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/the-sea-excerpt/,negative,-0.2384,0.4915,0.4260,0.0337,0.0273,0.1023,watery light people; cigarette ash; stupid bodies; forehead; sea; kisses; arriving; sink; breakers; mother; memory; floor; kitchen; foghorns; names
My Autopsy (excerpt),Michael Dickman,"Mar 1, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/my-autopsy-excerpt/,positive,0.1555,0.0676,0.2516,0.4750,0.0853,0.1778,shiny black slacks; invisible Japanese poems; invisible floating universe; chicken carbonara; sequined helix; white tables; unfiltered Shepheard; paper boats; Hotel cigarettes; green box; nbsp; way; Breathe; smoke; waitress; stomachs; waiter; loaves; veal; olives; napkins; forks; lungs; cinnamon; teeth; kisses; sunlight; knives; worms; bread; Particles; water; night; dark; earth; dust
My Father Full of Light,Michael Dickman,"Apr 19, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/my-father-full-of-light/,negative,-0.1345,0.3382,0.0805,0.1376,0.3535,0.1068,Coconut cream pies; screen door; lightning blotches; water glasses; bright windows; wristwatch; shit; beets; diamond; residue; waiter; moths; blizzard; feeling; Feathers; smoke; autumn; moment; rings; wings; Hands; Flies; face; father; board; blood; God; heaven; register; skin; ground; colors
Nervous System (excerpt),Michael Dickman,"Feb 15, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/nervous-system-excerpt/,positive,0.2562,0.0808,0.1006,0.2694,0.1418,0.5020,surgical instruments; sunlight; windowsill; deaths; bag; childhood; voices; friends
Wang Wei (excerpt),Michael Dickman,"Mar 6, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/wang-wei-excerpt/,negative,-0.1419,0.0376,0.0558,0.7868,0.0039,0.2221,New Cities; spiders; burn; oceans; dirt; sky
We Did Not Make Ourselves (excerpt),Michael Dickman,"Feb 12, 2016",http://poetry.lib.uidaho.edu/index.php/michael-dickman/we-did-not-make-ourselves-excerpt/,negative,-0.2630,0.0625,0.0296,0.0429,0.2785,0.6058,broad daylight; world; morning; brain; relief; brainlight; fly; body; Dogs; Trees
Apotheosis of Kiss,Natalie Diaz,"May 5, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/apotheosis-of-kiss/,negative,-0.2819,0.0851,0.1857,0.1571,0.5113,0.4799,bare brown toes; candle wax; white votives; body ablaze; open mouths; red glass; Pale silk; bright robes; candles flickered—; small gasps; double door; Sunday hats; collection baskets; broken tambourines—; Virgen; Charismatics; aisles; fingers; tapers; Heretics; lip; fever; Rapture; poverty; foot; gown—; church—
Cloud Watching,Natalie Diaz,"Feb 7, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/cloud-watching/,negative,-0.1273,0.3886,0.1492,0.4542,0.1832,0.5132,light lab-coat pyres; Rip Van Winkle; Betsy Ross; two-man band; corned beef—; hot stars; Mr. Washington; bullet holes; Blue gourds; coral necklace; white cans; dark our hands; backup vocals; black eyes; god cages—; grandfather’s flutes; unkissable lips—; HUD houses; Martha Washington; Abraham Lincoln; dark museum; beautiful dresses; bag ghosts; wisdom teeth; Robin Hood; bone lullabies—; half-breed babies; Gatling; bellies; riverbanks; Grandmothers; meth; Hotchkiss; suitcases; ribs; cavities; guts; hum; legs; cavalry; memoriam; horses; hunger; bedspread—; mention; harp; dentists; dog; love; birth
"I Lean Out the Window and She Nods Off in Bed, the Needle Gently Rocking on the Bedside Table",Natalie Diaz,"Nov 30, 2015",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/i-lean-out-the-window-and-she-nods-off-in-bed-the-needle-gently-rocking-on-the-bedside-table/,negative,-0.1519,0.1136,0.2082,0.3882,0.2667,0.5228,fat red nasturtium; swollen palms; limestone grotto; pale limb; flophouse prayers—; inner elbow; bright tree; sour milk; color orange; gentle rocking; small stream; charcoal bowl; gypsy nun; Saint Teresa; bell-hipped women; slow drip; yellow-white thorn; jade smoke; unfilled basket; bonfires; halves; eddies; Lorca; avocados; bruises; locusts; heretics; navel; figs; Prussian; Horus; Valencia; scent; absence; ecstasy; Nero; taffeta; spoon; banquets; skin; orchard; mouth; autumn; times; clavicle—; bicep; ribbon; candle; Appia; hands
I Watch Her Eat the Apple,Natalie Diaz,"Dec 21, 2015",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/i-watch-her-eat-the-apple/,negative,-0.1938,0.4666,0.4907,0.0986,0.2130,0.5146,red bird; apple; small red merry-go-round; white oval sticker; wet white ribs; red bird sings; left hand; apple pulses; Red Delicious; right hand; sweet scrape; red wing; apple bone—; blue world; branch breaking; broken bell; red skin
Monday Aubade,Natalie Diaz,"Mar 11, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/monday-aubade/,negative,-0.0802,0.1280,0.0783,0.3205,0.0378,0.4942,single red-mouthed bell; fuchsia blouse; pelvic bone; Lorca’s horn; conch shell; dim streets; hip opening; mysterious wings; pale cage; shoulder blades—; strange unicorn; alabaster mountain; blue-skirted thighs—lay; mesquite forest; secret path; yellow breath; New World; dark ribbons; swells; caravel; Dawns; Rimbaud; knob; city; ember; silhouette; closet; moonlight; cliff; shadows; line; spine; scarves; bow; eyes; arc; room; foam; night; delta; door; skins; gods; body—run; hands; smoke; ground; window—; torso—; road
Prayers or Oubliettes,Natalie Diaz,"Jan 5, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/prayers-or-oubliettes/,negative,-0.4608,0.0855,0.4187,0.4443,0.1936,0.5184,year-long myth; loose daughter; mazel tov; body’s bones; violet towers; wine jugs; mockers; Fall; genitals; hips; heaps; breasts; goblets; Despair; wrinkle; rims; knees; abacus; Isis; mouth; heels; forks; chalk; tears; beds; tongue; ghosts; moths; teeth; owls; mothers; bowls; taste; stories; cage; plates; stars; table; sheets; wind; wings; past; grace; earth; muezzins; roots; desert; memory; women; soil
The Beauty of a Busted Fruit,Natalie Diaz,"Mar 2, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/the-beauty-of-a-busted-fruit/,negative,-0.2297,0.0339,0.1746,0.5107,0.0019,0.3608,sad red-blue scab; slightest hint; red syrup; busted fruit; bright stain; new town; wounds; way; shins; knees; lamplight; elbows; scars; pomegranates; wound; watermelon; hurts; heal; lips; victim; legs; stranger; survivor; spiders; snakes; streets; children; brother; Great-Grandmother; yours—; skin; rock; man; head; people
Toward the Amaranth Gates of War or Love,Natalie Diaz,"Mar 30, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/toward-the-amaranth-gates-of-war-or-love/,negative,-0.4474,0.1313,0.2012,0.4088,0.1984,0.4912,blue burning ozone; honey-skirted hive; silvery bells; blurred horizon—; open window; shadowy legs; single ache; television screen; cavalry trumpets—; amaranth gates; slick streets; debris-dazzled desert—; apple wedge; bright dress; bombs; mouth; pillage; city; war; hypothalamus; monsoon; epicenter; affliction; tolling; beggars; explosions; sofa; vinegar; reminder; toll; shells; desire; buzz; wet; bedroom; teeth; thing; carnival; heat; silence; streetlamp; wall; hand; palm; pool; light; houses; piece; molecules—; things
The Red Blues,Natalie Diaz,"Jan 29, 2016",http://poetry.lib.uidaho.edu/index.php/natalie-diaz/the-red-blues/,negative,-0.3580,0.1843,0.5609,0.2028,0.0987,0.4221,legs; Semana Santa parade; mad rouge birds; sugar-riddled amputated robe; corned beef hash; red race mestiza; magic cochineal pants; sacred red ribbon; personal San Sebastián; scarlet smallpox blanket; crimson garbage truck; hand-me-down adobe drum; bronze-tailed hawks; phoenix preening; new scab; maroon Volkswagens; white handkerchiefs; new scars; sharp-hot wings; commodity beets; terra-cotta crumbs; roja dolorosa; car wrecks; muddy creeks; cursive curses; gas tanker; police car; main road; fuchsia madness; guitarra acerezada; carmine threads; bullet hole; Grand Canyon; hemoglobin joke; ahway nyavay; Aha Haviily; stone fruit; swollen sunset; reed arrows; Mary’s heart; ahvay chuchqer; mahogany skins; Colorado River; dark hut; coral moon; bloody nose; dirty bed; strawberry field; punch line
The Angels of Film,A. Poulin Jr.,"May 2, 2017",http://poetry.lib.uidaho.edu/?p=1053,positive,0.1006,0.1057,0.1317,0.1880,0.2743,0.5241,Eyes. Eyes; children; grandmothers; revolvers; gestures; vengeance; conscience; brides; sight; prisoners; faces; reproductions; souls; feed; shooting; bodies; sun; parties; birds; stars
Fine,Kim Addonizio,"Oct 5, 2016",http://poetry.lib.uidaho.edu/index.php/kim-addonizio/fine/,negative,-0.1366,0.0727,0.5782,0.5062,0.5352,0.4660,tuna casserole; Egg McMuffin; secretary slain; lymph nodes; baked chicken; teenaged daughter; breast cancer; heart attack; n’t touch; little boat; family; friend; potluck; booze; lungs; chest; luck; throat; lover; cigarettes; finger; parking; ones; bathroom; coffee; emergency; dinner; water; history; fiancé; bed; night; head; boats
A Childhood,Kim Addonizio,"Apr 11, 2017",http://poetry.lib.uidaho.edu/?p=1063,negative,-0.2869,0.5313,0.1033,0.1491,0.5182,0.2541,guardian angel; mother; tennis whites; paper umbrellas; fairy tales; father; brother; drinks; sleep; way; bar; wall; house
What Do Women Want?,Kim Addonizio,"Sep 21, 2016",http://poetry.lib.uidaho.edu/index.php/kim-addonizio/what-do-women-want/,negative,-0.1812,0.0991,0.4363,0.5806,0.1455,0.5601,red dress; worst fears; Guerra brothers; slick snouts; Mrs. Wong; hardware store; underneath; café; Thrifty; shoulders; donuts; dolly; hanger; keys; pigs; bones; pick; window; garment; street; truck; Mr.; woman; earth; world; skin; body
Things to Do In the Belly of the Whale,Dan Albergotti,"Sep 29, 2016",http://poetry.lib.uidaho.edu/index.php/dan-albergotti/things-to-do-in-the-belly-of-the-whale/,negative,-0.0085,0.4325,0.4633,0.1266,0.5397,0.4711,Practice smoke signals; dim glow; small fires; distant voices; blue sky; black depths; fishing boats; old friends; night sea; spout; Notch; sound; ribs; water; hulls; toes; echoes; Measure; moments; walls; choices; gears; evidence; calendar; beach; way; Review; Work; reports; self-loathing; life; light
Vestibule,Dan Albergotti,"Nov 29, 2016",http://poetry.lib.uidaho.edu/index.php/deborah-brown/vestibule/,positive,0.1290,0.1125,0.1011,0.1905,0.4467,0.5068,stupid party game; fine idea; strangest place; trump card—; university chapel; quiet sermon; dusty wings; single moth; hymnal rhythm; heart beneath; truth; night; Cindy; sentiment; homily; divinity; souls; altar; hearts; heads; house; worship; skin; grace; cliché; exclamations; air; words
The Chiming of the Hour,Dan Albergotti,"Jan 17, 2017",http://poetry.lib.uidaho.edu/index.php/dan-albergotti/the-chiming-of-the-hour/,negative,-0.1645,0.1003,0.1728,0.4740,0.2263,0.5013,muted morning light; bothersome neighbor child; cable news anchorman; windup clock; Lord hath; low tone; rapid ticking; window blinds; heavy December wind; old sedan; navy dress; gathering dust; husband; woman; drifts; doxology; mouths; vents; pew; parishioners; whisper; heels; bells; dream; earth; bed; winter; wheel; throng; dark; bulletin
For My Daughter on her Twenty-First Birthday,Ellen Bass,"Dec 14, 2016",http://poetry.lib.uidaho.edu/index.php/ellen-bass/for-my-daughter-on-her-twenty-first-birthday/,positive,0.0482,0.1237,0.0876,0.6232,0.5089,0.2643,dark bits; evening sky; love; crook; bouquet; pore; deadwood; burden; weaknesses; shoots; sins; arms; flesh; mules; fears; cork; eyes; passion; person; kind; lightning; course; mother; sea; spring; heart; enough.
God and the G-Spot,Ellen Bass,"Jan 5, 2017",http://poetry.lib.uidaho.edu/index.php/ellen-bass/god-and-the-g-spot/,negative,-0.1857,0.1502,0.4150,0.3965,0.2709,0.5477,emsp; red executive lips; La Selva Beach; fat shining trout; East Coast Jew; tiny red glass; Carl Sagan; swollen feet; glib flow; galaxies speeding; indigo blue; tattoo artist; Hubble expansion; silver stud; G-spot; God; river; disbelief; Picasso; tourists; pair; fingers; wife; husband; Druyan; Belief; Prado—I; men; earth; myths; opinions; love; cabin; hearts
Worry,Ellen Bass,"Jan 30, 2017",http://poetry.lib.uidaho.edu/index.php/ellen-bass/worry/,negative,-0.4168,0.0874,0.1680,0.4592,0.1758,0.5058,Amsterdam canals; distraught. Janet; blood clot; dark—my mother; parchment map; sick husband; forest undergrowth; Russia—my father; extra pounds; dry goods; corner store; plane crash; children’s clothes; grandmother; knapsack; shoulders; Hiding; world; son; childhood; stalactites; E.R.; going—; plant; infants; boots; table; doctor; conference; Paris; her—; cave; socks; food; skin; o’clock—winter; board; brain; home; window; women; brothers; bus; mind; border
Self-Portrait in Ink,Bruce Beasley,"Feb 21, 2017",http://poetry.lib.uidaho.edu/index.php/bruce-beasley/self-portrait-in-ink/,negative,-0.4146,0.2817,0.2566,0.3518,0.0652,0.2128,see-through water; sepia phantom; azure-black pigment; ink-sac spurts; self-illusive ink; little poem; octopus; dissipating; evasion; shreds; cloud; imago; escaped; scribble; nebulae; camouflage; shark; jet-blasts; coagulant; gnashes; pseudomorph; shark-strike; throbs
The Scale by Which the Mapped Concerns the Map,Bruce Beasley,"Jan 19, 2017",http://poetry.lib.uidaho.edu/index.php/bruce-beasley/the-scale-by-which-the-mapped-concerns-the-map/,negative,-0.1858,0.1091,0.3970,0.1534,0.4952,0.5224,legend; map; gray hyphen; imperceptible dis; smallest font; sumptuary object; scale-pan’s weight; nocturne’s diminishment; persistent direction—; key; scales; clot; underneath; inwardness; frets; Libra; star; sliver; icons; lines; capital; difference; arrangement; proportion.; flats; finger; measure; yard; diagnosis; quarter-inch; miles; notes; practice; mapface
Broken Dolls Day,Jeanne Marie Beaumont,"Nov 16, 2016",http://poetry.lib.uidaho.edu/index.php/jeanne-marie-beaumont/broken-dolls-day/,negative,-0.6036,0.1644,0.1026,0.1895,0.4279,0.5929,ancient bald head; four-foot hunchbacked monk; emsp; smallest finger; careless world—forgive; burnt hair; broken ones; papier mâché; plastic palm; brother work; dog work; pudgy
Getting to Know You,Jeanne Marie Beaumont,"Apr 18, 2017",http://poetry.lib.uidaho.edu/?p=1129,negative,-0.1122,0.1353,0.1140,0.4299,0.4651,0.2621,favorite flower; favorite bird; favorite song; little token; violet-blue crayon; graphic pleasure; comfortable shoes; humble democracy; best time; fairy tale; strange story; ride—a lesson; miniature iron; cup; copybook; tablecloth; merry-go-round; Mittens; Placemats; goldfish; Monopoly; Seashore; twins; mug; friend; gloves; hummingbird; seat; suit; letter; cats; litter; world; board; dinner; horse
If You Wish to Be Removed from This List,Jeanne Marie Beaumont,"Oct 17, 2016",http://poetry.lib.uidaho.edu/index.php/jeanne-marie-beaumont/if-you-wish-to-be-removed-from-this-list/,negative,-0.1298,0.1283,0.1722,0.5503,0.2571,0.5160,Moby Dick; lumpy medicine; linen towel; public penance; sweetgum tree; unmarked bills; dry ingredients; trash bin; wet ingredients; generous tip; dark letters; dog lie; exact change; deny; list; elbows; spinach; hurdle; pee; diapers; possessions; allegiance; bleach; sack; heels; passport; mat; deck; hands; card; writing; return; cup; windows; names; milk; park; clock; piper; protection; blindfold; water; energy; ability; pain; door; times; river; edge
Data,Devin Becker,"Oct 4, 2016",http://poetry.lib.uidaho.edu/index.php/devin-becker/data/,positive,0.0601,0.1295,0.3907,0.5090,0.2724,0.5023,lead New York; emsp; incongruous desires; Iraqi woman; natural disaster; Times photo&mdash; white teeth; image files&mdash; open mouth; healthy dataset&mdash; spot; circumstance; inputs; outputs; sphere; Terrorism; tension; mold; Protestant; kind; molded&mdash; act; shock; base; screensaver; release; birthday; world; boy; perished&mdash; charge; occasion; bars; paintings; photos; etc.&mdash; scene; ages
Self-Portrait,Devin Becker,"Nov 8, 2016",http://poetry.lib.uidaho.edu/index.php/devin-becker/self-portrait/,negative,-0.0775,0.4705,0.1389,0.0695,0.0092,0.4436,small paintings; particular particulars; teenagers; small painting; smooths; painter; speck; squares; hands; bits; emsp; dirt; canvas; face; import; trees; portrait
Parking Lot,Devin Becker,"May 12, 2017",http://poetry.lib.uidaho.edu/?p=1147,negative,-0.0002,0.1326,0.4100,0.1430,0.2398,0.6575,emsp; character actor; security guy drives; personal level; restaurant dinners; scraggly whiskers; spot; dentist; charge; windshield; lull; meaning; relationship; office—not; thing; parking; protagonist; steals; phrase; office; rooms; revelation; cheeks; chairs; life; description; inches; reason
At the Musée  Rodin in Paris,Laure-Anne Bosselaar,"Feb 16, 2017",http://poetry.lib.uidaho.edu/index.php/laure-anne-bosselaar/at-the-musee-rodin-in-paris/,negative,-0.1654,0.1055,0.1969,0.1011,0.3413,0.4457,pedestal reads; marble hands; Le Secret; emsp; air; Rodin; secrecy; mold; shadow; window; label; ground
English Flavors,Laure-Anne Bosselaar,"Nov 7, 2016",http://poetry.lib.uidaho.edu/index.php/laure-anne-bosselaar/english-flavors/,positive,0.0200,0.0812,0.2467,0.0311,0.5630,0.1284,good conduct points; Belgian nuns; ebony crucifix; sticky spikes; breaker flavors; new word; hot pepper; new tongue—; emsp; lick; English; licorice; saliva; contrition; ambiguities; daggers; syllables; dorm; aromas; almonds; Sundays; tastes; jaw; way; mouth; shape; pride; sticks—black; mass; ‘indolence; ‘damask; milk; honey; ‘lasciviousness; bend; child; acts; ‘Amuck; ‘knuckles
Fallen,Laure-Anne Bosselaar,"Oct 11, 2016",http://poetry.lib.uidaho.edu/index.php/laure-anne-bosselaar/fallen/,negative,-0.1860,0.1215,0.1279,0.4499,0.4306,0.4941,Minnesota catalogue company; red dahlia blooms; glass jar; shredded paper; plant-them-yourself dahlias; rumpled mess; truncated sentence; blossom twigs; Poetry Prize; white paper; emsp; cleavage; tubers; bundles; hinge; nurseries; Autumn; fragments; friend; root; doubt; manner; tone; manuscripts; manuscript; mail; strips; strip; privacy; writers; publishers; guidelines; lines; poem; specific; time; line; rhythm—and; wall
Fanny Linguistics: How to Say What You Mean,Nickole Brown,"Feb 7, 2017",http://poetry.lib.uidaho.edu/index.php/nickole-brown/fanny-linguistics-how-to-say-what-you-mean/,negative,-0.3663,0.5889,0.4674,0.1212,0.1204,0.5198,you—a car dealer; bout time; easy—I’m bout; cable box; metal bra; n’t discussing; new car; mirrored backsplash; fresh Pepsi; n’t worth; tumor-blocked bowels; Red Hot; eleventh grade; green onion; cotton-pickin shame; stringy hair; buck teeth; door—the cancer; pea-pickin heart; shag rugs; just-cleaned crystal; couch pillows; shit; ass; head; lamp; witch; house; piss; God; odometer; Tums; bloat; Shew; windex; VCR; granddaughter; whore; Caddy; chemo; chandelier; somebody; dent; Grandma; fingers; mango; whisper; phone; Hey
Fanny Linguistics: Superstition,Nickole Brown,"Oct 13, 2016",http://poetry.lib.uidaho.edu/index.php/nickole-brown/fanny-linguistics-superstition/,negative,-0.1965,0.0839,0.1518,0.2722,0.0003,0.6390,living room curtains; Fanny’s house; youngest uncle; Great Scythe; dead—how Fanny; funeral casseroles; full-on omen; house—a sparrow; boy heart; bird let; black crow; tiny bones; owl shits; laundry room; leg; intent; baking; matter; mice; morning; wings; TV; ways; family; arm—; Funny; face; teeth—that; death; kids; pictures
"For My Grandmother's Feet, Swollen Again",Nickole Brown,"Jan 27, 2017",http://poetry.lib.uidaho.edu/index.php/nickole-brown/for-my-grandmothers-feet-swollen-again/,positive,0.1095,0.1126,0.1090,0.1511,0.3234,0.5521,emsp; youngest daughter—my mother; long swan throat; feet; storebought boots; pretend ribbon; shoe shop; favorite story; imaginary slippers; new shoes; body fevers; little girl; pair; paddle feet; time; child; bed; edge; barefoot; sixth—; idea; toes; satin; Mama; lace; bow; string; memory—; mouth; times; half
Dancing at Your Wedding,Fleda Brown,"Oct 6, 2016",http://poetry.lib.uidaho.edu/index.php/fleda-brown/dancing-at-your-wedding/,positive,0.2324,0.0911,0.0947,0.0026,0.6792,0.1618,old VCR tape; joy thrashing; calla lilies; sumo wrestlers; captive animals; new man; sweet smell; snowy island; white teeth; blue dress; human heart; uncles; aunts; filmy; dancing; groom; gardenia; Persephone; mess; Hades; generations; goodness; Rousseau; layers; microphone; rewind; chin; arm; reception; grief; candles; family; press; parents; smoke; faithlessness; pen; ex-stepfather; background; stem; eyes; bowl; bride-thing; time; speed; band
The Puffball,Fleda Brown,"Feb 22, 2017",http://poetry.lib.uidaho.edu/index.php/fleda-brown/the-puffball/,positive,0.1843,0.2729,0.2547,0.3378,0.0460,0.1165,Lee luckily hearing; dark road home; luminous moon—puffed; Uncle Richmond; deep woods; toxic wastes; careful joy; Petoskey home; heart attack; underground seas; Great Lakes; porch; hands; doorstep; sift; accolades; butter; sweat; argument; chest; legs; shelf; Orchard; forests; amazement; thing; presence; tale; meeting; miles; King; branch; rock
Venus de Milo,Fleda Brown,"Feb 9, 2017",http://poetry.lib.uidaho.edu/index.php/fleda-brown/venus-de-milo/,negative,-0.1107,0.1570,0.1345,0.4236,0.2400,0.5088,grandson Noah; white bruise; bleached marble; sculptor studies; final shaping; long corridor; free-fall—accident—the combination; enter beauty; balcony; moon; Milo; centuries; Venus; Jab; chisel; streaks; foothold; layers; afternoon; stairs; grain; color; arms; Paris; control; genes; escape; mirrors; Mystery; missing; picture; skill; details; way; rasps; rifflers
String Theories,Deborah Brown,"Apr 10, 2017",http://poetry.lib.uidaho.edu/?p=1228,positive,0.2662,0.1073,0.0755,0.4019,0.2813,0.5994,emsp; Ludwig Boltzmann; Einstein’s problem; light travels; Mozart’s Requiem; invisible strings; new forces; dimensions; time; specks; belief; staves; scientists; stories; elegy; pulsate; theory; fragment; way; notes; shape; rise; space; gravity
A Family Story,Deborah Brown,"May 17, 2017",http://poetry.lib.uidaho.edu/?p=1230,negative,-0.1433,0.2189,0.2331,0.4791,0.0034,0.2576,delicate nails; plump thumb; tail flicking; cabin wall; small way; mouse; body; beckoning; noises; tongue; argument; half; morning
Small Sorrows,Deborah Brown,"Jan 23, 2017",http://poetry.lib.uidaho.edu/index.php/deborah-brown/small-sorrows/,negative,-0.1821,0.1325,0.4197,0.5221,0.1099,0.5273,Lebanese woman; stray dog; small sorrows; Nazi prison; hummingbird; date; breathes; rubble; feeder; enlistment; prisoner; Slovenia; battalion; rank; moon; hip; matter; window; corner; writing; TV; trudges; house; facts; touch; soldiers.; stone; cell; center; Begunje; death; address; parents
We Were Similar in That Way,Rick Bursky,"Dec 1, 2016",http://poetry.lib.uidaho.edu/index.php/rick-bursky/we-were-similar-in-that-way/,negative,-0.2921,0.1243,0.1287,0.1923,0.4389,0.5294,snow globe; swirling snow; hands; windy; thing; door; storm; windowpanes; floor; time
All the Boredoms in the World,Rick Bursky,"Mar 17, 2017",http://poetry.lib.uidaho.edu/?p=1236,negative,-0.0827,0.1208,0.5798,0.0857,0.4492,0.4315,boredom; badly lit; young girls; warm afternoon; old nun; staggering scene; burning flesh; past people; roof; sleep; basement; smell; pillows; happen; sides; mother; postcards; flame; boy; arms; door; garden; photograph; times; miles; night; hand; things; man; surface; piece
My Uncanny Resemblance to a Young Sean Connery,Rick Bursky,"Dec 7, 2016",http://poetry.lib.uidaho.edu/index.php/rick-bursky/my-uncanny-resemblance-to-a-young-sean-connery/,negative,-0.2611,0.4380,0.4283,0.4230,0.4168,0.5281,wine bottle; Santa Monica; Santa Monica policewoman; one-time KGB agent; unemployed Russian immigrant; shrimp Pad Thai; Angeles County Jail; early James Bond; infamous enemy agent; New York Review; attacker; Wilshire Boulevard; Thai restaurant; black Beretta; emergency room; small beams; Soviet Union; real life; ex-KGB officers; security company; eyes; night; head; Bursts; Candies; restroom; skull; Alexis; trigger; collapse; finger; documentaries; discipline; impact; street; color; hands; ambulance; parking; light; instant; hospital; movies; hand; Books; movie
birth-day,Lucille Clifton,"Jan 10, 2017",http://poetry.lib.uidaho.edu/index.php/lucille-clifton/birth-day/,positive,0.1846,0.0308,0.0094,0.0454,0.9119,0.0242,glacial cap; clumsy blessings; cane fields; snow kingdom; sun-drenched south; waits; ache; morning
An American Story,Lucille Clifton,"May 15, 2017",http://poetry.lib.uidaho.edu/?p=1242,positive,0.0613,0.1803,0.1051,0.1017,0.2337,0.4444,naked white guy; Nude Dude; elementary school; honor roll; white mans; little girl; emsp; times; afternoon; pride; car; kids
blessing the boats,Lucille Clifton,"May 11, 2017",http://poetry.lib.uidaho.edu/?p=1244,negative,-0.0265,0.0220,0.0372,0.8150,0.0905,0.0617,St. Mary; emsp; water; tide; lip; innocence; fear; sail; face; eyes; understanding
good times,Lucille Clifton,"Mar 3, 2017",http://poetry.lib.uidaho.edu/index.php/lucille-clifton/good-times/,positive,0.2565,0.1408,0.0408,0.0061,0.7736,0.0645,good times; insurance man; uncle brud; oh children; kitchen; daddy; rent; everybody; dollar; mama; bread; lights; grampaw
homage to my hips,Lucille Clifton,"Apr 4, 2017",http://poetry.lib.uidaho.edu/?p=1249,negative,-0.1039,0.1927,0.1201,0.1618,0.2527,0.5143,hips; big hips; free hips; mighty hips; magic hips; petty places.; spell; space; man
