title,author,poem,date,link,sentiment_score,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness
Pilgrimage 8,Chris Abani,"<p class=""line""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#chris-abani"">Chris Abani</a></em></p>
<p></p>
<p></p>
<p class=""line"">Growing up, Emeka was albino. </p>
<p class=""line"">How we feared his pink skin and red eyes. </p>
<p class=""line"">How we loathed him. </p>
<p class=""line"">To my shame, I never ate with him, </p>
<p class=""line"">saying: I just ate, </p>
<p class=""line"">And to my sister under my breath: </p>
<p class=""line"">He disgusts me. </p>
<p class=""line"">She never told on me, but made me wait </p>
<p class=""line"">while she ate with him </p>
<p class=""line"">— same plate, no utensils — </p>
<p class=""line"">her eyes never leaving mine. </p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={3C0744D9-0AFE-4E6C-BCC3-83A30E833ADF}"">Sanctificum</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71162929870001451"">Find it in the library</a></p><p class=""citation"">Copyright 2010 Chris Abani<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""https://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Jan 8, 2016",http://poetry.lib.uidaho.edu/index.php/poems/pilgrimage-8/,-0.462995,0.059844,0.789629,0.106951,0.00102,0.115453
Revenant 3,Chris Abani,"<p class=""line""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#chris-abani"">Chris Abani</a></em></p>
<p></p>
<p></p>
<p class=""line"">A <em>Chicago </em><em>Tribune</em> obituary: </p>
<p class=""line"">In lieu of flowers, please send acerbic letters to Republicans. </p>
<p class=""line"">In the Red Square, Lenin is sprouting fungi. </p>
<p class=""line"">King Oedipus to the barman: She wasn’t all that. </p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={3C0744D9-0AFE-4E6C-BCC3-83A30E833ADF}"">Sanctificum</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71162929870001451"">Find it in the library</a></p><p class=""citation"">Copyright 2010 Chris Abani<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""https://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Feb 5, 2016",http://poetry.lib.uidaho.edu/index.php/poems/revenant-3/,-0.624433,0.114692,0.168043,0.076834,0.173052,0.519299
Sacrament 1,Chris Abani,"<p class=""line""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#chris-abani"">Chris Abani</a></em></p>
<p></p>
<p class=""line"">Have you heard of the oracle of the Igbo? </p>
<p class=""line"">The one called Chukwu? Just one word: God. </p>
<p class=""line"">The oracle of God. </p>
<p class=""line"">The voice of God. </p>
<p class=""line"">The final arbitration. </p>
<p class=""line"">Kpom kwem. </p>
<p class=""line"">Deep in a grove of trees, the sacred lake, </p>
<p class=""line"">and rising in the gloom and heat, </p>
<p class=""line"">mist, the very breath of divinity. </p>
<p class=""line"">The unbearable trepidation, </p>
<p class=""line"">the worship, the sheer terror and earnestness </p>
<p class=""line"">trembling the supplicants. And the priests </p>
<p class=""line"">sitting on rocks and in trees on haunches, </p>
<p class=""line"">silent like vultures or Rilke’s unspeakable angels. </p>
<p class=""line"">And then a pilgrim wades cautiously into the lake. </p>
<p class=""line"">On the shore, the line of unannointed </p>
<p class=""line"">shivers in a shared awe. </p>
<p class=""line"">And if the petitioner is beautiful or strong, </p>
<p class=""line"">the priests hold her under, then shackled, </p>
<p class=""line"">for slavers. In the lake, red dye bubbles up </p>
<p class=""line"">as God smacks his lips. </p>
<p class=""line"">And that endless line of believers near faint </p>
<p class=""line"">with the fearsome beauty of the thought: </p>
<p class=""line"">Please consume me, God. </p>
<p class=""line"">Consume me and find me worthy. </p>
<p class=""line"">But don’t let me die. </p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={3C0744D9-0AFE-4E6C-BCC3-83A30E833ADF}"">Sanctificum</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71162929870001451"">Find it in the library</a></p><p class=""citation"">Copyright 2010 Chris Abani<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""https://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Mar 7, 2016",http://poetry.lib.uidaho.edu/index.php/poems/sacrament-1/,-0.117044,0.082661,0.119485,0.618808,0.278534,0.54802
"Sorry, T.",Brenda Shaughnessy,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#shaughnessy"">Brenda Shaughnessy</a></em></p>
<p></p>
<p class=""line"">but I’m a ghost. Do you understand </p>
<p class=""line"">that the person you love </p>
<p class=""line"">is fleshy and heavy from hip </p>
<p></p>
<p></p>
<p class=""line"">to boot to make up for this? </p>
<p class=""line"">There’s a name for it: Brenda, </p>
<p class=""line"">but I can’t fool everyone. </p>
<p></p>
<p></p>
<p class=""line"">Even if I have convinced you, </p>
<p class=""line"">and I don’t bruise easily, that I am yours </p>
<p class=""line"">to strong-arm and throttle. </p>
<p></p>
<p></p>
<p class=""line"">Even when you force me to become </p>
<p class=""line""><em>of this world—of this cold floor.</em> </p>
<p class=""line"">I can do so only for a moment. </p>
<p></p>
<p></p>
<p class=""line"">When the moment falls off </p>
<p class=""line"">and primal fool-seasons </p>
<p class=""line"">affix their wintry incubus, </p>
<p></p>
<p></p>
<p class=""line"">I tend to stomp around to another </p>
<p class=""line"">bed. Hurting you vaporizes me, </p>
<p class=""line"">which is why I love others. </p>
<p></p>
<p></p>
<p class=""line"">I don’t leave a flukeprint in the sweat </p>
<p class=""line"">of things. The ground won’t greet me </p>
<p class=""line"">like a domestic animal when I walk. </p>
<p></p>
<p></p>
<p class=""line"">When I talk you glaze over like the sun </p>
<p class=""line"">on shifty pavement. </p>
<p class=""line"">I won’t see the lip of a step </p>
<p></p>
<p></p>
<p class=""line"">before I bloody my knees again. </p>
<p class=""line"">(The blood isn’t so bad, but for a ghost </p>
<p class=""line"">it doesn’t make sense. </p>
<p></p>
<p></p>
<p class=""line"">Others can draw it, they don’t know. </p>
<p class=""line"">They make it into a potion for themselves </p>
<p class=""line"">but you try to make me look at it.) </p>
<p class=""line""><p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={48262F34-3B05-4DCD-905C-BA77C8DCCBC9}"">Human Dark with Sugar</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71181410150001451"">Find it in the library</a></p><p class=""citation"">Copyright © 2008 Brenda Shaughnessy<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""https://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Jan 26, 2016",http://poetry.lib.uidaho.edu/index.php/poems/sorry-t/,-0.23707,0.180004,0.109541,0.48603,0.185263,0.549203
"You Too, Not Just Me",Brenda Shaughnessy,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#shaughnessy"">Brenda Shaughnessy</a></em></p>
<p></p>
<p></p>
<p class=""line"">Never just me. </p>
<p class=""line"">However you need, </p>
<p></p>
<p></p>
<p class=""line"">however, I’ll be. </p>
<p class=""line"">Like smoke slid </p>
<p></p>
<p></p>
<p class=""line"">in like previous whiskey, </p>
<p class=""line"">fire wisps, </p>
<p></p>
<p></p>
<p class=""line"">fire drowns. </p>
<p class=""line"">And follows itself </p>
<p></p>
<p></p>
<p class=""line"">into new form, </p>
<p class=""line"">first </p>
<p></p>
<p></p>
<p class=""line"">afraid it’s too alike. </p>
<p class=""line"">A fraud must </p>
<p></p>
<p></p>
<p class=""line"">believe, too. </p>
<p class=""line"">Then, forgetting </p>
<p></p>
<p></p>
<p class=""line"">how unlikely. </p>
<p class=""line"">A centaur’s first street </p>
<p></p>
<p></p>
<p class=""line"">fair, alone. </p>
<p class=""line"">Then so lucky, </p>
<p></p>
<p></p>
<p class=""line"">only a dream is so lucky. </p>
<p class=""line"">Sometimes laughing </p>
<p></p>
<p></p>
<p class=""line"">with others </p>
<p class=""line"">who must sense </p>
<p></p>
<p></p>
<p class=""line"">us, condensed, </p>
<p class=""line"">frontbodied, pushing </p>
<p></p>
<p></p>
<p class=""line"">soft walking </p>
<p class=""line"">circles onto a ledge. </p>
<p></p>
<p></p>
<p class=""line"">Imperceptible </p>
<p class=""line"">where your face </p>
<p></p>
<p></p>
<p class=""line"">turns into breath </p>
<p class=""line"">and vanishes </p>
<p></p>
<p></p>
<p class=""line"">in the home. </p>
<p class=""line"">Can’t matter </p>
<p></p>
<p></p>
<p class=""line"">in the home. </p>
<p class=""line"">Some fire </p>
<p></p>
<p></p>
<p class=""line"">makes form </p>
<p class=""line"">only folly, </p>
<p></p>
<p></p>
<p class=""line"">however all three </p>
<p class=""line"">follow us to take </p>
<p></p>
<p></p>
<p class=""line"">your shape </p>
<p class=""line"">down with mine. </p>
<p class=""line""><p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={48262F34-3B05-4DCD-905C-BA77C8DCCBC9}"">Human Dark with Sugar</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71181410150001451"">Find it in the library</a></p><p class=""citation"">Copyright © 2008 Brenda Shaughnessy<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""https://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Feb 11, 2016",http://poetry.lib.uidaho.edu/index.php/poems/you-too-not-just-me/,-0.048749,0.107895,0.098819,0.573759,0.314829,0.505409
Parallel,Brenda Shaughnessy,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#shaughnessy"">Brenda Shaughnessy</a></em></p>
<p></p>
<p class=""line"">The dark cracks separating </p>
<p class=""line"">the white boards </p>
<p class=""line"">think they’re alone. </p>
<p></p>
<p class=""line"">Why must I be burdened </p>
<p class=""line"">with knowing </p>
<p class=""line"">there are so many? </p>
<p></p>
<p class=""line"">Or is this what god thinks? </p>
<p class=""line"">Or am I what god thinks? </p>
<p class=""line"">Or am I alone? </p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={D94EFFCA-8152-4F02-96E6-7C795F596CE3}"">Our Andromeda</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71123508920001451"">Find it in the library</a></p><p class=""citation"">Copyright © 2012 Brenda Shaughnessy <br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""https://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Feb 26, 2016",http://poetry.lib.uidaho.edu/index.php/poems/parallel/,-0.377987,0.029792,0.028357,0.303096,0.003433,0.733841
Inappropriate Dreams,Brenda Shaughnessy,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#shaughnessy"">Brenda Shaughnessy</a></em></p>
<p></p>
<p class=""line"">I can’t tell you </p>
<p class=""line"">how often. </p>
<p></p>
<p class=""line"">You in the grocery store </p>
<p class=""line"">embarrassing </p>
<p></p>
<p class=""line"">everyone with </p>
<p class=""line"">the lettuce. </p>
<p></p>
<p class=""line"">Elsewhere, food </p>
<p class=""line"">in the file folders. </p>
<p></p>
<p class=""line"">It’s not supposed to </p>
<p class=""line"">be there, get it? </p>
<p></p>
<p class=""line"">Another time you </p>
<p class=""line"">were rolling down a hill </p>
<p></p>
<p class=""line"">like a blueberry </p>
<p class=""line"">rolling toward </p>
<p></p>
<p class=""line"">me, a bear who will </p>
<p class=""line"">eat anything </p>
<p></p>
<p class=""line"">this time of year </p>
<p class=""line"">but wants </p>
<p></p>
<p class=""line"">just you. Then </p>
<p class=""line"">you are not you but </p>
<p></p>
<p class=""line"">the plum of a pebble </p>
<p class=""line"">that I skipped </p>
<p></p>
<p class=""line"">into the lake </p>
<p class=""line"">and found somehow </p>
<p></p>
<p class=""line"">night after night. </p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={D94EFFCA-8152-4F02-96E6-7C795F596CE3}"">Our Andromeda</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71123508920001451"">Find it in the library</a></p><p class=""citation"">Copyright © 2012 Brenda Shaughnessy <br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""http://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Dec 3, 2015",http://poetry.lib.uidaho.edu/index.php/poems/inappropriate-dreams/,-0.211805,0.133172,0.175564,0.155641,0.251053,0.588319
Headlong,Brenda Shaughnessy,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#shaughnessy"">Brenda Shaughnessy</a></em></p>
<p></p>
<p class=""line"">Be strange to yourself, </p>
<p class=""line"">in your love, your grief. </p>
<p></p>
<p class=""line"">Your wet eyelashes a black </p>
<p class=""line"">fringe on brown pain </p>
<p></p>
<p class=""line"">and your feet unbelievably </p>
<p class=""line"">sure, somehow, surfing </p>
<p></p>
<p class=""line"">your own shadow, </p>
<p class=""line"">that too-large one cresting </p>
<p></p>
<p class=""line"">just now, too soon for you </p>
<p class=""line"">to get inside the curl: </p>
<p></p>
<p class=""line"">the one place in the ocean </p>
<p class=""line"">where it’s safe. And safe </p>
<p></p>
<p class=""line"">only for a half-breath </p>
<p class=""line"">(a fish’s sip with </p>
<p class=""line"">hooked lip), </p>
<p></p>
<p class=""line"">only for that one blink </p>
<p class=""line"">of an eye already shut (tiptoe </p>
<p></p>
<p class=""line"">to the foreshadow) against </p>
<p class=""line"">the headlong wall of salt water. </p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={D94EFFCA-8152-4F02-96E6-7C795F596CE3}"">Our Andromeda</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71123508920001451"">Find it in the library</a></p><p class=""citation"">Copyright © 2012 Brenda Shaughnessy <br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""https://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Feb 6, 2016",http://poetry.lib.uidaho.edu/index.php/poems/headlong/,0.0767362,0.114302,0.100851,0.474723,0.137976,0.236009
Card 6 The Lovers,Brenda Shaughnessy,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#shaughnessy"">Brenda Shaughnessy</a></em></p>
<p></p>
<p class=""line"">When standing naked, no mirror, </p>
<p class=""line"">this is just me. Just me, justly </p>
<p class=""line"">before a lover who breaks </p>
<p></p>
<p class=""line"">this wholeness as if </p>
<p class=""line"">he were a mirror </p>
<p class=""line"">but with his mouth. </p>
<p></p>
<p class=""line"">When you say I am beautiful </p>
<p class=""line"">suddenly I stop being so </p>
<p class=""line"">because you have claimed that. </p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={D94EFFCA-8152-4F02-96E6-7C795F596CE3}"">Our Andromeda</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71123508920001451"">Find it in the library</a></p><p class=""citation"">Copyright © 2012 Brenda Shaughnessy <br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""https://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Mar 4, 2016",http://poetry.lib.uidaho.edu/index.php/poems/card-6-the-lovers/,-0.0285257,0.12292,0.347721,0.052487,0.073323,0.456771
Artless,Brenda Shaughnessy,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#shaughnessy"">Brenda Shaughnessy</a></em></p>
<p></p>
<p class=""line"">is my heart. A stranger </p>
<p class=""line"">berry there never was, </p>
<p class=""line"">tartless. </p>
<p></p>
<p></p>
<p class=""line"">Gone sour in the sun, </p>
<p class=""line"">in the sunroom or moonroof, </p>
<p class=""line"">roofless. </p>
<p></p>
<p></p>
<p class=""line"">No poetry. Plain. No </p>
<p class=""line"">fresh, special recipe </p>
<p class=""line"">to bless. </p>
<p></p>
<p></p>
<p class=""line"">All I’ve ever made </p>
<p class=""line"">with these hands </p>
<p class=""line"">and life, less </p>
<p></p>
<p></p>
<p class=""line"">substance, more rind. </p>
<p class=""line"">Mostly rim and trim, </p>
<p class=""line"">meatless </p>
<p></p>
<p></p>
<p class=""line"">but making much smoke </p>
<p class=""line"">in the old smokehouse, </p>
<p class=""line"">no less. </p>
<p></p>
<p></p>
<p class=""line"">Fatted from the day, </p>
<p class=""line"">overripe and even </p>
<p class=""line"">toxic at eve. Nonetheless, </p>
<p></p>
<p></p>
<p class=""line"">in the end, if you must </p>
<p class=""line"">know, if I must bend, </p>
<p class=""line"">waistless, </p>
<p></p>
<p></p>
<p class=""line"">to that excruciation. </p>
<p class=""line"">No marvel, no harvest </p>
<p class=""line"">left me speechless, </p>
<p></p>
<p></p>
<p class=""line"">yet I find myself </p>
<p class=""line"">somehow with heart, </p>
<p class=""line"">aloneless. </p>
<p></p>
<p></p>
<p class=""line"">With heart, </p>
<p class=""line"">fighting fire with fire, </p>
<p class=""line"">flightless. </p>
<p></p>
<p></p>
<p class=""line"">That loud hub of us, </p>
<p class=""line"">meat stub of us, beating us </p>
<p class=""line"">senseless. </p>
<p></p>
<p></p>
<p class=""line"">Spectacular in its way, </p>
<p class=""line"">its way of not seeing, </p>
<p class=""line"">congealing dayless </p>
<p></p>
<p></p>
<p class=""line"">but in everydayness. </p>
<p class=""line"">In that hopeful haunting </p>
<p class=""line"">(a lesser </p>
<p></p>
<p></p>
<p class=""line"">way of saying </p>
<p class=""line"">in darkness) there is </p>
<p class=""line"">silencelessness </p>
<p></p>
<p></p>
<p class=""line"">for the pressing question. </p>
<p class=""line"">Heart, what art you? </p>
<p class=""line"">War, star, part? Or less: </p>
<p></p>
<p></p>
<p class=""line"">playing a part, staying apart </p>
<p class=""line"">from the one who loves, </p>
<p class=""line"">loveless. </p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={D94EFFCA-8152-4F02-96E6-7C795F596CE3}"">Our Andromeda</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71123508920001451"">Find it in the library</a></p><p class=""citation"">Copyright © 2012 Brenda Shaughnessy <br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""https://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Apr 13, 2016",http://poetry.lib.uidaho.edu/index.php/poems/artless/,-0.037672,0.09134,0.121624,0.456916,0.32156,0.34013
All Possible Pain,Brenda Shaughnessy,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#shaughnessy"">Brenda Shaughnessy</a></em></p>
<p></p>
<p class=""line"">Feelings seem like made-up things, </p>
<p class=""line"">though I know they’re not. </p>
<p></p>
<p></p>
<p class=""line"">I don’t understand why they lead me </p>
<p class=""line"">around, why I can’t explain to the cop </p>
<p></p>
<p></p>
<p class=""line"">how the pot got in my car, </p>
<p class=""line"">how my relationship </p>
<p></p>
<p></p>
<p class=""line"">with god resembled that </p>
<p class=""line"">of a prisoner and firing squad </p>
<p></p>
<p></p>
<p class=""line"">and how I felt after I was shot. </p>
<p class=""line"">Because then, the way I felt </p>
<p></p>
<p></p>
<p class=""line"">was feelingless. I had no further </p>
<p class=""line"">problems with authority. </p>
<p></p>
<p></p>
<p class=""line"">I was free from the sharp </p>
<p class=""line"">tongue of the boot of life, </p>
<p></p>
<p></p>
<p class=""line"">from its scuffed leather toe. </p>
<p class=""line"">My heart broken like a green bottle </p>
<p></p>
<p></p>
<p class=""line"">in a parking lot. My life a parking lot, </p>
<p class=""line"">ninety-eight degrees in the shade </p>
<p></p>
<p></p>
<p class=""line"">but there is no shade, </p>
<p class=""line"">never even a sliver. </p>
<p></p>
<p></p>
<p class=""line"">What if all possible </p>
<p class=""line"">pain was only the grief of truth? </p>
<p></p>
<p></p>
<p class=""line"">The throb lingering </p>
<p class=""line"">only in the exit wounds, </p>
<p></p>
<p></p>
<p class=""line"">though the entries were the ones </p>
<p class=""line"">that couldn’t close. As if either of those </p>
<p></p>
<p></p>
<p class=""line"">was the most real of an assortment </p>
<p class=""line"">of realities—existing, documented, </p>
<p></p>
<p></p>
<p class=""line"">hanging like the sentenced </p>
<p class=""line"">under one sky’s roof. </p>
<p></p>
<p></p>
<p class=""line"">But my feelings, well, </p>
<p class=""line"">they had no such proof. </p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={D94EFFCA-8152-4F02-96E6-7C795F596CE3}"">Our Andromeda</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71123508920001451"">Find it in the library</a></p><p class=""citation"">Copyright © 2012 Brenda Shaughnessy <br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""https://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Feb 24, 2016",http://poetry.lib.uidaho.edu/index.php/poems/all-possible-pain/,-0.251159,0.492696,0.108712,0.165716,0.125254,0.579561
A Series of Actions,C.D. Wright,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#wright"">C.D. Wright</a></em></p>
<p></p>
<p class=""line"">Like someone who has given</p>
<p></p>
<p class=""line"">The gift of blood</p>
<p></p>
<p class=""line"">The skin of the face is shining</p>
<p></p>
<p class=""line"">Arms fold around each other</p>
<p></p>
<p class=""line"">A string leads the way</p>
<p></p>
<p class=""line"">Cold is the floor that receives</p>
<p class=""line em2"">the feet</p>
<p></p>
<p class=""line"">The movements by which one</p>
<p class=""line em2"">accedes to the door</p>
<p></p>
<p class=""line"">The handle inscribed in the hand</p>
<p></p>
<p class=""line"">The door opening on the scene</p>
<p class=""line em2"">of shoelaces &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;eyelashes</p>
<p></p>
<p class=""line"">The left hand keeps it focused</p>
<p></p>
<p class=""line"">The door opening on the living</p>
<p class=""line em2"">almost unbearable</p>
<p></p>
<p class=""line"">Light inside the space</p>
<p></p>
<p class=""line"">The door opening as the palm</p>
<p class=""line em2"">of an eye</p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={BD83956F-1EBA-4A3A-BD0D-94BE8F0616AB}"">Steal Away</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71147705580001451"">Find it in the library</a></p><p class=""citation"">Copyright © 2002 C.D. Wright <br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""https://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Jan 18, 2016",http://poetry.lib.uidaho.edu/index.php/poems/a-series-of-actions/,-0.00521829,0.127877,0.526502,0.130051,0.188211,0.122555
Clockmaker with Bad Eyes,C.D. Wright,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#wright"">C.D. Wright</a></em></p>
<p></p>
<p class=""line"">I close the shop at six. Welcome wind,</p>
<p class=""line"">weekend with two suns, night with a travel book,</p>
<p class=""line"">the dog-eared sheets of a bed</p>
<p class=""line"">I will not see again.</p>
<p></p>
<p class=""line"">I not of time, lost in time</p>
<p class=""line"">learned from watches—</p>
<p class=""line"">a second is a killing thing.</p>
<p></p>
<p class=""line"">Live your life. Your eyes go. Take your body</p>
<p class=""line"">out for walks along the waters</p>
<p class=""line"">of a cold and loco planet.</p>
<p></p>
<p class=""line"">Love whatever flows. Cooking smoke, woman’s blood,</p>
<p class=""line"">tears. Do you hear what I’m telling you?</p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={BD83956F-1EBA-4A3A-BD0D-94BE8F0616AB}"">Steal Away</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71147705580001451"">Find it in the library</a></p><p class=""citation"">Copyright © 2002 C.D. Wright <br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""https://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Mar 13, 2016",http://poetry.lib.uidaho.edu/index.php/poems/clockmaker-with-bad-eyes/,-0.11647,0.067872,0.460883,0.145244,0.631693,0.216827
"Re Happiness, in pursuit thereof",C.D. Wright,"<p class=""line byline""><em>by <a href=""http://poetry.lib.uidaho.edu/index.php/past-poets/#wright"">C.D. Wright</a></em></p>
<p></p>
<p class=""line em2"">It is 2005, just before landfall. </p>
<p class=""line"">Here I am, a labyrinth, and I am a mess. </p>
<p class=""line"">I am located at the corner of Waterway </p>
<p class=""line"">and Bluff. I need your help. You will find me </p>
<p class=""line"">to the left of the graveyard, where the trees </p>
<p class=""line"">grow especially talkative at night, </p>
<p class=""line"">where fog and alcohol rub off the edge. </p>
<p class=""line"">We burn to make one another sing; </p>
<p class=""line"">to stay the lake that it not boil, earth </p>
<p class=""line"">not rock. We are running on Aztec time, </p>
<p class=""line"">fifth and final cycle. Eyes switch on/off . </p>
<p class=""line"">We would be mercurochrome to one another </p>
<p class=""line"">bee balm or chamomile. We should be concrete, </p>
<p class=""line"">glass, and spandex. We should be digital or, </p>
<p class=""line"">at least, early. Be ivory-billed. Invisible </p>
<p class=""line"">except to the most prepared observer. </p>
<p class=""line"">We will be stardust. Ancient tailings </p>
<p class=""line"">of nothing. Elapsed breath. No, </p>
<p class=""line"">we must first be ice. Be nails. Be teeth. </p>
<p class=""line em8"">Be lightning. </p>
<p class=""line bookinfo"">from <em><a target=""_blank"" href=""https://www.coppercanyonpress.org/pages/browse/book.asp?bg={312656A7-45D5-4310-AF26-60A5700B2EBA}"">Rising, Falling, Hovering</a></em><a class=""librarylink"" href=""http://search.lib.uidaho.edu/UID:ui_alma_summit:CP71109099880001451"">Find it in the library</a></p><p class=""citation"">Copyright © 2008 C.D. Wright<br/>Used with the permission of The Permissions Company, Inc.<br/>on behalf of <a href=""https://www.coppercanyonpress.org"">Copper Canyon Press</a>.</p>","Feb 16, 2016",http://poetry.lib.uidaho.edu/index.php/poems/re-happiness-in-pursuit-thereof/,-0.139987,0.154014,0.136574,0.526255,0.248552,0.222476
