title,author,date,link,sentiment_label,sentiment_score,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_sadness,keywords
why i no longer skype,Jillian Weise,"Dec 28, 2016",http://poetry.lib.uidaho.edu/index.php/jillian-weise/why-i-no-longer-skype/,positive,0.0639389,0.120307,0.407949,0.143372,0.256,0.541042,Terre Haute; Big Logos; Bruce Springsteen; rad band; Martial Mountains; eyeballs; Lucero; Ulysses; screen; face; friend; voice; Skype; ashtray; b/c; Malbec; Hulu; hug; haters; blame; English; town; book; pesos; ringing; IM; thing; Mac; table; pixels; Estonia; keys; Firefox; folders; gods; clock; power; machines; bed; miles; head; makers; software; eyes; fees; body; life; listening
The Saint-Girl's Sweetest Tortures,Kathryn Nuernberger,"Nov 4, 2016",http://poetry.lib.uidaho.edu/index.php/kathryn-nuernberger/the-saint-girls-sweetest-tortures/,negative,-0.49508,0.426409,0.454759,0.142494,0.114,0.54427,devils feign timidity; nervy little tails; drink un-caffeinated tea; acetic middle age; handsome devils; perpetual girlhood; pearlescent horns; self-imposed naïveté; purr apologies; thorn-tipped tails; devil-whipped silence; kitchen counter; wave glowsticks; small flame; suckling stings; red lips; whisper your perversities; cereal bowls; crocodile tears; piano keys; devil apples; tea cup; human spirit.; little pleasure; peach; pitchforks; capitulation; mittens; larynx; cocks; weakness; mistake; shame; mosquitoes; stomach; manners; sulfur; mailbox; sockets; legs; moment; saint-girl; heat; satisfaction; violence; demons; novel; Adult
"I Concede the Point, I Concede the Point, I Concede the Point",Kathryn Nuernberger,"Oct 10, 2016",http://poetry.lib.uidaho.edu/index.php/kathryn-nuernberger/i-concede-the-point-i-concede-the-point-i-concede-the-point/,negative,-0.0367553,0.179423,0.498123,0.167205,0.178,0.578981,man; old-lady scolding glare; n’t hate men; teeth; flesh monster; eye teeth; demure nodding; fleshy hairball; personal experiences; boy’s locker; woman; time; game; street; scrotum; man-eater; vagina; mouths; misbehavior; frat; appellation; Thanks; crotch; fuck; mouth; sidewalk; badgers; mouthful; porch; man-hater; thing; match; beach; shame; aggression; joke; tongue; rape; idea; rope; people; course; bodies; Smile; bar; hand; opportunity; mind; fact; matter
The End of Pink,Kathryn Nuernberger,"Nov 2, 2016",http://poetry.lib.uidaho.edu/index.php/kathryn-nuernberger/the-end-of-pink/,negative,-0.225979,0.146293,0.592112,0.193043,0.246,0.256097,silverware drawer; mouse try; sideways spine; Saint Denis; fat creature; terrible accident; yellow grass; little joke; nipples; hands; doctor; hinge; spoons; tongs; sandwiches; fur; rodent; trap; bench; neck; execution; alley; legs; hawk; morning; justice; rest; life; Presbyterian; guard; hill; chapel; branch; arms; head; bird; course
"Nocturne, Traffic Control Point",Hugh Martin,"Dec 5, 2016",http://poetry.lib.uidaho.edu/index.php/hugh-martin/traffic-control-point/,negative,-0.382336,0.241538,0.273917,0.587373,0.002,0.06077,pavement-heat ghosts; roaring earth; dead arm; white car; orange bed; Humvee; shouts; sweat; Baghdad; freeway; torso; curb; armor; bullet; Jenkins; shell; smoke; skin; steel; vehicles; Miles; traffic; north; engines; line; hand
"Home from Iraq, Barking Spider Tavern",Hugh Martin,"Dec 19, 2016",http://poetry.lib.uidaho.edu/index.php/hugh-martin/barking-spider-tavern/,negative,-0.506882,0.408377,0.170662,0.091401,0.000,0.54182,bum knee; Army vet; twentieth time; summer sweat; new ones; emsp; hand; yells; smoker; shame; patio; suck; loyalty; grabs; cans; beers; shoulder; duty; eyes; —Cleveland; Ohio; Storm—; gulps; horror; country; war; face
"The War Was Good, Thank You",Hugh Martin,"Jan 31, 2017",http://poetry.lib.uidaho.edu/index.php/hugh-martin/the-war-was-good-thank-you/,negative,-0.21493,0.132638,0.136957,0.450772,0.295,0.535346,small steel hooches; college cafeteria; freshman girl; closed eyelids; sight aperture; mud walls; ice cubes; dark sunglasses; baby wipes; rifles; emsp; lips; dust; boxcars; alleyways; backyards; ChapStick; shirtless; afternoons; doorway; turret; sweat; balm; fences; chin; bags; flex; sand; hands; war; holes; Jalula; woman; secret; sky; wire; heaven; children; weddings
To an Editor Who Said I Repeat Myself and Tell Too Much,Craig Morgan Teicher,"Oct 28, 2016",http://poetry.lib.uidaho.edu/index.php/craig-morgan-teicher/to-an-editor-who-said-i-repeat-myself-and-tell-too-much/,negative,-0.328082,0.287211,0.244571,0.091315,0.048,0.470878,calm din; sharp stops; long sound; life; pain; words; vowel; remorse; consonants; deny; Fuck; howl; womb; feeling; mouth; pen; hell; course
Late Poem,Craig Morgan Teicher,"Apr 6, 2017",http://poetry.lib.uidaho.edu/?p=1419,negative,-0.355459,0.100141,0.055261,0.458368,0.204,0.513988,locked trunk; storage space; n’t live; wild lives; book; wonderings; fervent; rubble; future; Immortality; attic; evenings
Lines in the Rain,Craig Morgan Teicher,"Sep 19, 2016",http://poetry.lib.uidaho.edu/index.php/craig-morgan-teicher/lines-in-the-rain/,negative,-0.141639,0.151651,0.082311,0.446553,0.433,0.534959,separate daggers; Someday shines; bloody string; son; fatherhood; pluck; Brenda; guilt; fault; kid; motherhood; mutation; wish; home; belly; parents; cause; pain; need; mother; sheets; end; ways; self; families
Ghost Hunger,Cecilia Woloch,"Nov 25, 2016",http://poetry.lib.uidaho.edu/index.php/cecilia-woloch/ghost-hunger/,negative,-0.193132,0.265366,0.308786,0.102513,0.006,0.437591,hungry shoulders; father ate; usual way; bread; bowl; kasha; supplication; pray; eggs; egg; milk; mouth; plate; ghost; grass; table; head; grace; gratitude—
Be Always Late,Cecilia Woloch,"Oct 27, 2016",http://poetry.lib.uidaho.edu/index.php/cecilia-woloch/be-always-late/,negative,-0.357861,0.169201,0.105066,0.399644,0.333,0.281597,black sky flung; poor little park; late little flowers; high-heeled boots; silvery river; church bells; little flames; past evening; clouds; nape; Baudelaire; gasp; shoulders; ribs; sliver; waits; breath; streets; neck; bones
Fireflies,Cecilia Woloch,"Feb 28, 2017",http://poetry.lib.uidaho.edu/index.php/cecilia-woloch/fireflies/,negative,-0.238945,0.32826,0.367947,0.252044,0.001,0.198823,soft gray bodies; unquenchable thirst; occasional cigarette; bad temper; sticky traps; n’t hunger; bitter gossip; still-pulsing flickering; toylike mice; slow-hipped aunt; impatience; vices; humming; fireflies; sweetheart; dread; strangers; taste; fingers; trash; jewels; fear; twilight
on poetry & history - after joy harjo,Aracelis Girmay,"Sep 27, 2016",http://poetry.lib.uidaho.edu/index.php/aracelis-girmay/on-poetry-history-after-joy-harjo/,negative,-0.398718,0.106934,0.12101,0.557307,0.166,0.564608,fellow Native American; grief; historical grief; authoritative voices; n’t listening; good things; strong things; larger tapestry; black thread; black string; men; history; poetry; job; gesture
luam cleaning house - umbertide,Aracelis Girmay,"Mar 6, 2017",http://poetry.lib.uidaho.edu/index.php/aracelis-girmay/luam-cleaning-house-umbertide/,positive,0.14018,0.108262,0.104079,0.593497,0.524,0.55646,brown broom; moths; kind; shavings; neighbor; invention; walk; morning; bodies; door; sleep; eyes; shelter; light; moon; flight; once-was; job
Second Estrangement,Aracelis Girmay,"Apr 28, 2017",http://poetry.lib.uidaho.edu/?p=1434,negative,-0.0837095,0.10191,0.097707,0.315001,0.032,0.550523,emsp; glass partitions; stranger; mall; strangers; hands; hand; parent; child; Father; face; market; family; word; bird; world
"Ode to the Little ''r""",Aracelis Girmay,"Jan 12, 2017",http://poetry.lib.uidaho.edu/index.php/aracelis-girmay/ode-to-the-little-r/,negative,-0.131692,0.152385,0.102396,0.097922,0.212,0.571333,little propeller; old San Juan; beautiful propeller; small boat; little islands; old men; factory workers; New York; bicycle spokes; familiar trees; New London; little bee; family map; beautiful monster; Class-310A laugh; names; teacher; airplanes; fields; room; Arelis; Ponce; cuatros; Reina; grandfather; mouths; sound; winters; Margarita; Ojai; Holyoke; Miguel; axe; Roberto; port; bones; ode; airplane; domino; streets; Chicago; cities; players; Francisco; blood; drink; Marred-Guh-Reetuh; wars; grocery; heart
Elegy,Aracelis Girmay,"Jan 1, 2017",http://poetry.lib.uidaho.edu/index.php/aracelis-girmay/elegy-3/,positive,0.210308,0.092498,0.147798,0.182143,0.451,0.512439,young branch; death certificate; true thing; emsp; kingdom; disappearing; strangers; touches; nest; heads; birthdays; parrots; knowledge; living; house
"Dear Minnie, Dear Ms.",Aracelis Girmay,"Feb 10, 2017",http://poetry.lib.uidaho.edu/index.php/aracelis-girmay/dear-minnie-dear-ms/,positive,0.234635,0.076684,0.146286,0.470538,0.269,0.25867,emsp; earth; earth. Teeth earth; Minnie Riperton; Ms. Lucille; gold horns; quiet work; dark engines; deeper corridors; silver afro; market cloth; bright pieces; Trust; box earth; dirt; queen; wrangle; names; diamonds; bones; appetite; hawks; jaw; underworld; hair; sound; animals; trees; chest; dandelion; coffin; night; hand; treasure; moths; life; beetles; whistle; species; worms; faces; shape; ants; eat; grass-whistle; scientist
The Widow's Yard,Isabella Gardner,"Jan 3, 2017",http://poetry.lib.uidaho.edu/index.php/isabella-gardner/the-widows-yard/,negative,-0.268611,0.489483,0.102399,0.117848,0.488,0.489762,raw young widow; slow idyllic lives; snails; timid snail; decimal scale; vulnerable eyes; Turtles crows; foxes rats; faint chill; absolute embrace; alien eggs; sun rain; fatal sun; body’s burden; little doors; wagon toy; shells; consummation; times; Frail; Myra; gaze; premonition; invade; foes; pity; killers; mating; laurel; Excess; lime; flesh; silver; rose; gar; yard; creatures; self; care; nature; elements; friendship; faces; heat; er.; leaf; skins; Eden; meeting; wind
Knowing,Isabella Gardner,"Mar 29, 2017",http://poetry.lib.uidaho.edu/?p=1447,negative,-0.449168,0.030111,0.010586,0.120939,0.008,0.904137,m’arrachent mon moi; emsp; dead center; crying; Weep; Ils; flesh; bones; bed
Summer Evening,Isabella Gardner,"Dec 20, 2016",http://poetry.lib.uidaho.edu/index.php/isabella-gardner/summer-evening/,negative,-0.181367,0.10531,0.190958,0.094231,0.333,0.344064,poaching lovers; amorous dusk; poplar leaves; clamorous air; cymbals; swans; salmon; orchard; foam; door; sound; home; dog; child; moon; apple-tree
Id,Ira Sadoff,"Dec 2, 2016",http://poetry.lib.uidaho.edu/index.php/ira-sadoff/id/,negative,-0.303767,0.151786,0.121263,0.17589,0.167,0.546188,voice dogs; traffic jams; life sylphlike; course sylphlike; personal abyss; Dear reader; razor blade; boarded-up windows; special case; pent-up house; perusal; Penthouse; cobble; mantle; nimbus; cupboards; shotgun; nail; reflection; dancer; scissors; glass; pussies; secrets; body; friend; indelible—; deer; petulance
Heavens,Ira Sadoff,"Mar 28, 2017",http://poetry.lib.uidaho.edu/?p=1453,negative,-0.29141,0.338601,0.185976,0.294319,0.006,0.374794,compost heap; cataclysmic lesions; wronged person; bad deeds; young man; heavy saga; good people; dead spots; dance floor; beautiful hair; clitoris; baffling; jealousy; infidel; worry; knees; layers; detachment; arboretum; corpses; flabby; homestead; wishes; rotaries; shadow; ones; window; opportunity; screeches; shell; invisibly—; bars
My First Roses,Ira Sadoff,"Nov 24, 2016",http://poetry.lib.uidaho.edu/index.php/ira-sadoff/my-first-roses/,positive,0.0601638,0.128481,0.147106,0.152751,0.215,0.506231,paper boats; crimson tips; single summer; furies; senses; thorns; crowns; flotilla; roses; scent; peach; lips; violet; pond; Emerald; generations; lawn; house; blood
Wildwood,G.C. Waldrep,"Feb 14, 2017",http://poetry.lib.uidaho.edu/index.php/g-c-waldrep/wildwood/,positive,0.235764,0.140118,0.077476,0.22526,0.508,0.443329,emsp; sweet crystal psalm; domestic penance; truest gift; design breaking; pure honey; empire’s currency; shent villa; pollen count; ribbons; self; abstraction; shutters; valley; accoutrements; spall; lights; speech; thieves; Dialect; time; water; way; trees; point; ears; foreskin; stories; image; artifact; Lilith; allegiance; —Proverb; millennia; joke; shadows; leader; hand; heart; sex
Blood Ruminant,G.C. Waldrep,"Apr 25, 2017",http://poetry.lib.uidaho.edu/?p=1463,negative,-0.0654834,0.124906,0.126171,0.508842,0.216,0.552299,Sunday school lambs; musky scents; lead-based paint; loamy odor; adults hiss; black mane; toy musket; older boys; blind horse; corrected. Smooth; bald hill; forest; emsp; language; steeple; horsemen; struggles; lips; seam; trunk; fingers; cavalry; sort; beast; reply; kitten; Calvary; child; death; Letters; soldiers; trees; alphabet; soldier; army; times; figures; nick; barrel; church; light; girls; moves.; shirts; Bare.; way; range; men; vision; baying
Cloud of Witness,G.C. Waldrep,"Nov 15, 2016",http://poetry.lib.uidaho.edu/index.php/g-c-waldrep/cloud-of-witness/,negative,-0.0303235,0.538452,0.107935,0.17023,0.491,0.494177,holly plays host; gilded herm; evening breeze; bone-skep pene; naked plenty; Angry buzz; afternoon sun; certain media; morning sun; single point; spare nation; artificial sun; phone; window; fervor; cage; weave; bees; carnegie; blood; time; west; lovers; fruit; aftersilence; bob; function
The Job,Dorianne Laux,"Dec 16, 2016",http://poetry.lib.uidaho.edu/index.php/dorianne-laux/the-job/,negative,-0.24814,0.232857,0.230611,0.010068,0.004,0.614705,little finger; airport café; n’t complain; damaged hand; black coffee; small price; emsp; Tobey; emptiness; stump; rollers; heal; friend; symmetry; flesh; bone; press; attention; noise; skin; cup; loss; world; machine; studies; factory; job
Last Words,Dorianne Laux,"Apr 26, 2017",http://poetry.lib.uidaho.edu/?p=1470,negative,-0.300529,0.143374,0.47517,0.205569,0.161,0.502082,soft coal breaking; shabby trade paperbacks; Best Blues Singer; little stove; rope slithers; beloved teacher; window ledge; black paw; forever-hidden places; kitchen table; pine outside—; airport benches; gin bottles; emsp; heart; ashtray; rubbing; Mouths; suitcase; Levis; pebbles; headstone; vocabularies; starling; spades; lilies; fingers; cousin; grip; flesh; deaths; lover; losses; birds; voice; folding; deck; permission—; Matthews; desire; belly; beach; mind; life; way; ocean; cards; jack; end; rooms
The Shipfitter's Wife,Dorianne Laux,"Jan 6, 2017",http://poetry.lib.uidaho.edu/index.php/dorianne-laux/the-shipfitters-wife/,negative,-0.0564069,0.045992,0.202071,0.184936,0.509,0.106099,long drive home; denim shirt; fitting pipe; steel-toed boots; foreman clanging; open his clothes; silver ribs; gray sides; copper pipe; thighs; forehead; ankles; fingers; sweat; calves; weeds; grease; clamp; torch; winch; Spark; whistle; bones; hands; pads; hull; salt; feet; work; ocean; edge; bed; unlace; ship; metal
Niagra,Erika Meitner,"Oct 3, 2016",http://poetry.lib.uidaho.edu/index.php/erika-meitner/niagra/,negative,-0.0657496,0.120241,0.53997,0.45696,0.508,0.269121,long time; motel curtains; motel pen; half-melting drifts; red dress; cigarette butts; oil stains; Falls Transform; jewel box; onion peel; car door; fiddle string; decent job; electric light; nice history; creak; peonies; half-moon; torrents; shifting; aperture; Maid; billboard; roses; breath; gaps; Mist; wonders; accordion; Winds; happiness; slam; pavement; bedspread; apartment; bodies; parking; way; chrome; neon; doorframe; view; Cave; Love; sky; plastic; air
Big Box Encounter,Erika Meitner,"Apr 24, 2017",http://poetry.lib.uidaho.edu/?p=1489,negative,-0.194572,0.157663,0.410472,0.457908,0.237,0.504532,beautiful terrible chest; difficult knitting pattern; orange heat-wave moon; white floor tiles; big-box fluorescent light; electric pink light; neon BAR sign; intricate vocabulary; V-shaped wings; chiseled hipbones; tiki torches; countless weeds; margarita mix; cart handle; typewriter girl; blue plastic; rounded tattoo; outer space; white noise; Ludlow Street; train thrums; coffee machine; fancy secretary; curtain-free studio; pot smoke; TV Guide; maternity-leave replacement; ennui; tumult; time; Alka-Seltzer; office; Walmart; water; disintegration; hollows; shirt; epiphany; obsession; words; student; letters; destruction; self-immolation; lights; mountains; horses; window; walls; flame
Litany for Our Radical Engagement with the Material World,Erika Meitner,"Jan 13, 2017",http://poetry.lib.uidaho.edu/index.php/erika-meitner/litany-for-our-radical-engagement-with-the-material-world/,positive,0.168582,0.084639,0.079939,0.166539,0.561,0.408761,emsp; Objects; long way home; air-colored suits; wet grass; flesh-colored suits; light; ruination; lairs; tropes; repositories&mdash; backdrops; arbitrariness; skins; trunk; shudder; fracture; cab; fragment; hostages; strangers; derelict&mdash; survivability; blindfolds; city; aisles; compassion; doors; substitute; flee; ruins; worth; things; feathers
War Metaphysics for a Sudanese Girl,Adrie Kusserow,"Apr 21, 2017",http://poetry.lib.uidaho.edu/?p=1514,negative,-0.372626,0.128629,0.536467,0.49901,0.022,0.523203,Lost Girl; Aciek Arok Deng; dull muzungu lives; grateful Lost Girl; Freud girl; sharpest details; burnt huts; bumpy ones; bouillon cube; colonial God; neon fascination; sticky war; Trauma Center; white coats; hot poultice; host family; talk therapy; body; America; rapes; eggplant; gaze; tortures; stillbirth; purse; psyche; sediment; sweat; fog; supper; keeps; camp; bombs; veins; interior; gravity; desert; place; memory; eyes; flock; face; memories; heat; infection; suburbs; story; table; glass
Borders,Adrie Kusserow,"Nov 10, 2016",http://poetry.lib.uidaho.edu/index.php/adrie-kusserow/borders/,negative,-0.223216,0.543835,0.21712,0.135687,0.160,0.46674,tiny old mutt; Ugandan border; begets; phone rings; anger spilling; clouded moons; Queen Toad; plots her revolution; bedroom door; daughter hovers; children chatter; warm air; white nightgown; open door; small wars; noble keeper; passing flame; school bus; jeep; jerrycans; dog; slums; Nairobi; ribs; heater; throne; gasoline; cataracts; couch; tries; lunar; chest; heat; ports; rigged&mdash; deal; Ana; husband; Kenya; morning; tools; brother; suffering; space; times
"Christmas Eve, Kampala, Uganda",Adrie Kusserow,"Dec 9, 2016",http://poetry.lib.uidaho.edu/index.php/adrie-kusserow/christmas-eve-kampala-uganda/,negative,-0.430847,0.154384,0.828497,0.089895,0.015,0.044556,noble golden cheetahs; patient lunar gauze; mute misty planet; Juba coughing; sticky bar; Britney Spears; Compost city; skimpy girls; sprawled belly; neon slumyard; fluorescent lights; red-butted monkeys; wife beater; Western guilt; warm swatch; glue sniffer; limp jaw; holy tenderness; Dinka soldiers; drunken man; manager waves; hungry build; sweet milk; belching; groans; cock; haze; moon; nests; branch; televisions; frenzy; leap; addicts; defeat; whales; buses; streets; darkness; Borders; HIV; flies
Those Finnish Folk,Barton Sutter,"Jan 9, 2017",http://poetry.lib.uidaho.edu/index.php/barton-sutter/those-finnish-folk/,negative,-0.10284,0.095222,0.13024,0.474871,0.274,0.545151,people awful fond; Sulo Saari; skinny woods; Jim Johnson; weathered look; Ada Aho; birch bark; Paavo Havumaki; Love cries; willow whistles; big splash; Nordic music; Tarpaper buildings; Joki Koveroja; emsp; Shooks; Askov; menfolk; Esko; La-Z-Boy; Hayfields; alders; sifts; Coffee; Effie; women; names; Togo; loons; blueberries; polska; Nudity; woodwinds; bog; Sauna; Finn; stump; hail; Twig; laughter; Bruno; cows; country; Emily; pike; failure; Toivola; wolves; Poverty; rocks
Fourth of July,Keetje Kuipers,"Sep 15, 2016",http://poetry.lib.uidaho.edu/index.php/keetje-kuipers/fourth-of-july/,negative,-0.126619,0.082105,0.09796,0.122274,0.025,0.742533,romantic notions; potato salad; sugar packet; gas station; man’s hand; six-pack; sunscreen; town; dashboard; Subaru
My Mother at Swan Lake,Barton Sutter,"Nov 11, 2016",http://poetry.lib.uidaho.edu/index.php/barton-sutter/my-mother-at-swan-lake/,positive,0.033635,0.103044,0.075719,0.714498,0.520,0.594125,emsp; nagging fears; vain religion; small bouquet; mother; maniac; remission; swans; asters; flicker; dad; Lord; —Psalms; laugh; thing; pack; spring; flames; sting; lake; tears; mom; snow; leaves; state; hair; light; cancer; silhouette; weeds; relief; century; sister; pain; brother; father
What Does This Mean?,Barton Sutter,"Mar 22, 2017",http://poetry.lib.uidaho.edu/?p=1537,negative,-0.402635,0.120057,0.100312,0.483688,0.497,0.539132,Thou shalt; thy neighbor; Honor thy father; light blue eyes; mean; thy mother; beater Fords; little men; father’s teaching; neighbor’s wife; eighth-grade boys; village school; best his gentleness; Grain trucks; Luther’s rules; gravel roads; Black bear; single shell; Chasing rabbits; Holy Ghost; Dad; phrase; Drove
Sheep Child,Brigit Pegeen Kelly,"Mar 8, 2017",http://poetry.lib.uidaho.edu/index.php/brigit-pegeen-kelly/sheep-child/,negative,-0.267403,0.11786,0.461059,0.152805,0.451,0.521634,Dear Monstrous Child; flowerless larch; filthy fur; goat snorts; Rancid honey; pretty pictures; smelly head; old goat; boney heifer; Black goat; steely thistle; bully bird; wide wings; truck tire; Sunday dress; dead afternoon; black thing; light changes; sheep; undoing; fence; flies; lilies; field; thought; look; night; color; wind; Affection; foolishness; Pity; skiff; Bumblebee; Bake; coarse; dung; Curl; necks; veil; bathtub; dusk; elm; swans; Wash; sullen; stems; neck; milk; ground
Song,Brigit Pegeen Kelly,"Oct 24, 2016",http://poetry.lib.uidaho.edu/index.php/brigit-pegeen-kelly/song/,negative,-0.245079,0.09891,0.096854,0.457531,0.503,0.519792,goat; goat Broken Thorn; head; harder work; goat’s head; train track miles; headless body lay; bleating goat; night; night bird; high railroad track; lost boy sings; moonlight shone; tree; heart sang; bleeding head; night wind; girl; familiar perch; stiff brush; morning light; silky hair; small girl; Sweet Blackberry; sweet sound; wild fruit; bare feet; cruel song; warm milk; soft undersides; bad feeling; silly sacrifice; high murmur; large hands; low song; high tracks; soft bottles; patient stroke; ropes; pail; school; boys; hearts; somebody; job; stones; joke; sweetness; beds; way
Max Jacob's Leather Coat and the Possibility of Grief,Ray Gonzalez,"May 14, 2017",http://poetry.lib.uidaho.edu/?p=1546,negative,-0.585534,0.270265,0.459244,0.035008,0.006,0.332417,leather coat; old leather coat; leather coat worn; kitchen table; Jacob’s landlord; Jacob’s apartment; Max Jacob; prose poems; tiny handwriting; young woman; dirty table; room; Gestapo; silhouette; shoulders; Nazis; chair; history; Paris; figure; freedom; sheets; time
Axis,Ray Gonzalez,"Jan 24, 2017",http://poetry.lib.uidaho.edu/index.php/ray-gonzalez/axis/,negative,-0.217957,0.200954,0.488892,0.260752,0.023,0.160366,axis; Mexican village; skeletal bone; black clouds; Japanese earthquake; North America; stones; grandmother; boy; pole; volcano; exile; sinking; arm; holding; town; girl; pond; feet; father; revolution; family; journey; poet; future; search
"The Lynching Postcard. Duluth, Minnesota",Ray Gonzalez,"Dec 12, 2016",http://poetry.lib.uidaho.edu/index.php/ray-gonzalez/the-lynching-postcard-duluth-minnesota/,negative,-0.0859969,0.148867,0.187553,0.167497,0.197,0.470174,shop owner glances; infamous lynching; black man; antique shop; lone card; invisible arc; cold moonlight; body hanging; Lake Superior; swinging body; postcard; dozen people; glass case; dead body; shape; shadow; Tourists; drawer; 1930s; Duluth; eBay; photograph; heads; town; museum; pole; fact; Minnesota; Thousands; night; morning
XLIX,John Gallaher,"Nov 22, 2016",http://poetry.lib.uidaho.edu/index.php/john-gallaher/xlix/,negative,-0.0541411,0.430289,0.123487,0.396021,0.297,0.513226,little punch lines; high school; big circular knob; dial combination lock; social studies book; social studies class; mute creatures; college mascot; gym lock; elementary school; Elizabethan times; celebrity reader; Vick Vanucci; gym class; long time; n’t work; the-lockers thing; greatest moment; dick; leaf; life; period; heart; mascots; Sucker; sneakers; rounds; screw; drift; distance; everybody; university; autobiography; Turkey; way; heal; actress; bishop; trumpet; her.; Soccer; palm; president; Robin; Britain; arm-up-behind-my-back-smashing-my-faceinto; chance; paper; couple; ones
I,John Gallaher,"Feb 15, 2017",http://poetry.lib.uidaho.edu/index.php/john-gallaher/i/,negative,-0.0134167,0.510997,0.109301,0.132744,0.494,0.530469,living room parts; red apples; green apples; good place; Old-Timer’s Disease; long time; right answer; garbage truck; filing cabinet; good things; right question; people’s lives; way; table; problem; flowers; children; windowsill; forgetfulness; animus; driveway; muses; ridges; distinctions; limitations; tone.; estimation; window; afternoon; corners; difficulty; yard; Michael; agenda; structure; car; halls; starts; game; stereo; committee; world; rate; beginning; names; beginners; tables; colors; television; alternatives
XVI,John Gallaher,"Apr 14, 2017",http://poetry.lib.uidaho.edu/?p=1564,negative,-0.129268,0.161087,0.12897,0.171192,0.196,0.533598,common-man dad; pithy ideas; secret-agent dad; personal betterment; early bird; early person; subtle division; good advice; John Lennon; good hider; story; Life; question; windows; town; gunfire; enters; In-Laws; Repetition; groom; worm; People; neighbor; Eliot; bullets; reason; future; end; bride; Natalie; zigzagging; morning; youth; basement; time; airport; place; beginning; movie; things; scene; fathers; unknown; course; attention; anniversary; Seek; plans; Dakota; game
The country from a distance,Jennifer Kronovet,"Nov 23, 2016",http://poetry.lib.uidaho.edu/index.php/jennifer-kronovet/the-country-from-a-distance/,positive,0.216277,0.117099,0.20861,0.17129,0.250,0.618823,birds roost; Subway tunnels; present ads; trees; dusk; pastries; corners; bakery; bread; person; sugar; questions; children
"Her version, with interuptions",Jennifer Kronovet,"Mar 20, 2017",http://poetry.lib.uidaho.edu/?p=1569,negative,-0.251646,0.121996,0.105853,0.453046,0.242,0.537525,worst winter&mdash; pond; ice; reflection; crack; meaning; actions; start; boat&mdash; lesson; night; gift&mdash; bird; salt&mdash; sand; sea; dissolve&mdash; sea&mdash; discussion; pond&mdash; cold&mdash; years&mdash; him&mdash
The easier it is to live here,Jennifer Kronovet,"Apr 20, 2017",http://poetry.lib.uidaho.edu/?p=1573,negative,-0.673788,0.116292,0.201409,0.151856,0.025,0.607342,
Rot,Janice N. Harrington,"Nov 18, 2016",http://poetry.lib.uidaho.edu/index.php/janice-n-harrington/rot/,negative,-0.491032,0.139772,0.409481,0.56312,0.454,0.509507,wee wee wee; emsp; furious streaks; little piggy; softened flesh; ruptured skin; gangrenous blackening; paper layer; plastic kiln; garbage bag; toe; nurses; ankle; nurse; foot; reconsider; leaking; codeine; sips; urine; lips; bones; Achilles; way; home; darkness; muscle.; graying; head; wife; water; cup; family; calf; string
Killed in Childbirth,Janice N. Harrington,"Apr 5, 2017",http://poetry.lib.uidaho.edu/?p=1577,negative,-0.357317,0.088167,0.415298,0.420851,0.296,0.466888,cotton blouse; blue cotton blouse; cardboard box; purple floss; raw earth; tea-colored slip; red sand; fresh creases; garden fence; pillow sham; short woman; velvet panels; unmoving air; trapdoor; hems; skirts; darkness; rungs; stench; handkerchief; Heirlooms; twine; pockets
Shaking the Grass,Janice N. Harrington,"Dec 6, 2016",http://poetry.lib.uidaho.edu/index.php/janice-n-harrington/shaking-the-grass/,negative,-0.245386,0.089461,0.445157,0.164785,0.290,0.503035,grass; chicken-wired hutches; red banty; head-under-wing sleep; prairie snake; Easter dress; green sod; hollow my body; vanity; windy green; green lashes; deep breaths; field; wind sighing; green wind; green field; clucking; limbs; bluestem; wands; ghosts; Evening; Omaha; summer; Lincoln; girl; sky
They Are World Travelers,Christopher Kennedy,"Dec 22, 2016",http://poetry.lib.uidaho.edu/index.php/christopher-kennedy/they-are-world-travelers/,negative,-0.0647662,0.13726,0.452689,0.111166,0.156,0.518771,papaya sorbet tastes; black widow spiders; authentic Hawaiian garb; ancient fertility ritual; rogue elephants; pregnant bellies; exotic plateau; rare dialect; graceful movement; rare bamboo; different shade; dinner parties; birdlike hands; living room; umber; aborigines; stories; Dishwashers; cohort; backs; Cantonese; sway; basement; dung; oceans; tire; tears; chairs; slides; bodies; type; mispronounce; foot; photographs
The Fact Remains,Christopher Kennedy,"Feb 2, 2017",http://poetry.lib.uidaho.edu/index.php/christopher-kennedy/the-fact-remains/,negative,-0.353811,0.129017,0.4279,0.473249,0.174,0.532419,n’t bite; frightened child; measure distance; entire neighborhood; long time; Raw meat; favorite dog; animals; life; point; housefly; somethings; anthill; mate; thirst; swans; snail; desire; pair; collar; animal; answer; story; bicycle; fact
The Unimaginable World,Christopher Kennedy,"Mar 21, 2017",http://poetry.lib.uidaho.edu/?p=1585,negative,-0.113933,0.16233,0.076905,0.461239,0.196,0.503193,unimaginable world; crescent moon; rain cloud; silk membrane; patience; realms; weapon; illusion; eyes; dinner; type; romance; stars; love; times; mountain; body; blood
